,MonthlyCharges,TotalCharges,Churn,Age,customer lifetime value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1 - 12,tenure_group_13 - 24,tenure_group_25 - 36,tenure_group_37 - 48,tenure_group_49 - 60,tenure_group_61 - 72
4040,34.8,1980.3,0,28,92.76466108149275,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4041,60.75,2893.4,0,60,161.93830921553695,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4042,51.35,262.3,0,53,136.88118811881188,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4043,64.05,3886.85,0,42,170.7349581111957,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
4044,84.8,5917.55,0,36,226.047220106626,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4045,71.0,914.0,1,23,189.26123381568925,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4046,50.15,2139.1,0,54,133.68240670220865,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4047,94.6,5948.7,0,54,252.17060167555212,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4048,59.75,3624.35,0,64,159.27265803503425,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4049,100.25,4753.85,0,24,267.23153084539223,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4050,98.9,5780.7,0,37,263.63290175171363,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4051,97.7,6869.7,0,37,260.43412033511044,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4052,40.3,1172.95,1,43,107.42574257425741,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4053,60.25,662.95,0,38,160.6054836252856,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4054,56.25,1765.95,0,29,149.94287890327493,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4055,46.2,2431.95,0,30,123.15308453922314,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
4056,50.6,155.35,1,48,134.88194973343488,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4057,24.9,1859.2,0,34,66.37471439451636,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4058,84.85,3303.05,1,32,226.18050266565115,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4059,65.7,134.35,1,29,175.13328255902513,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4060,63.35,3409.1,0,52,168.86900228484387,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
4061,50.1,709.5,0,57,133.54912414318355,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4062,70.5,70.5,1,22,187.92840822543792,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4063,94.85,953.45,1,47,252.83701447067781,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4064,50.15,50.15,0,23,133.68240670220865,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4065,19.75,19.75,1,44,52.64661081492765,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4066,64.65,3665.55,0,41,172.33434881949734,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
4067,79.6,5515.8,0,34,212.18583396801216,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4068,19.5,272.0,0,63,51.980198019801975,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
4069,99.55,6668.0,0,57,265.36557501904036,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4070,74.0,4052.4,0,20,197.25818735719724,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4071,38.9,664.4,0,38,103.69383092155368,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4072,79.55,718.55,0,38,212.05255140898703,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4073,65.45,937.6,1,44,174.46686976389947,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4074,98.7,5812.6,1,31,263.0997715156131,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4075,46.3,2546.85,0,24,123.41964965727341,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4076,99.35,6944.5,0,46,264.83244478293983,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4077,95.8,1346.3,0,46,255.36938309215532,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4078,67.5,1544.05,1,50,179.93145468392993,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
4079,78.15,765.15,0,21,208.3206397562833,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4080,26.1,692.55,0,24,69.57349581111957,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
4081,69.6,69.6,1,58,185.5293221629855,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4082,84.35,4059.35,1,41,224.84767707539982,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
4083,100.2,6851.65,1,28,267.0982482863671,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4084,78.05,78.05,1,46,208.05407463823303,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4085,40.35,1187.05,0,21,107.55902513328256,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
4086,79.2,5401.9,0,23,211.1195734958111,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4087,20.9,247.0,0,53,55.712109672505704,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4088,73.6,520.0,1,33,196.19192688499615,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4089,74.75,706.6,1,56,199.25742574257424,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4090,49.9,49.9,0,19,133.015993907083,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4091,68.9,1370.35,0,38,183.66336633663366,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4092,20.25,20.25,0,57,53.97943640517897,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4093,76.0,2215.25,0,48,202.5894897182026,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4094,74.0,74.0,0,35,197.25818735719724,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4095,82.3,214.4,0,61,219.38309215536938,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4096,89.4,1871.15,0,44,238.3092155369383,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4097,99.15,6171.2,0,44,264.2993145468393,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4098,20.2,20.2,1,38,53.84615384615384,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4099,29.45,161.45,0,61,78.5034272658035,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
4100,19.8,1013.2,0,22,52.779893373952774,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4101,59.15,336.7,0,27,157.67326732673266,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4102,44.75,333.65,0,56,119.28789032749427,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4103,90.8,6511.8,0,55,242.04112718964203,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4104,49.55,393.45,0,25,132.08301599390705,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4105,106.7,7009.5,0,62,284.4249809596344,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4106,93.55,2264.05,1,30,249.37166793602432,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4107,94.45,6921.7,0,28,251.77075399847675,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4108,19.45,600.25,0,23,51.84691546077684,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
4109,25.05,56.35,1,20,66.77456207159177,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4110,67.95,4664.15,0,30,181.1309977151561,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4111,65.25,1441.8,0,61,173.9337395277989,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4112,99.45,5623.7,0,62,265.0990099009901,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4113,20.35,695.85,0,37,54.246001523229246,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
4114,19.95,1028.75,0,61,53.179741051028174,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4115,77.4,4155.95,0,30,206.32140137090633,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4116,19.7,395.6,0,55,52.513328255902515,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4117,99.7,6330.4,0,38,265.76542269611576,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4118,74.8,2971.7,0,40,199.39070830159935,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4119,19.15,638.0,0,51,51.04722010662604,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
4120,78.95,2034.25,0,46,210.45316070068546,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
4121,95.55,2510.2,1,41,254.70297029702968,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4122,62.85,3419.5,0,54,167.53617669459254,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
4123,71.55,2427.35,0,38,190.72734196496572,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4124,94.95,1760.25,0,33,253.1035795887281,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4125,86.1,3551.65,0,38,229.51256664127948,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4126,19.55,122.9,0,57,52.11348057882711,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4127,24.8,1424.2,0,44,66.10814927646611,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
4128,39.3,2111.45,1,50,104.76009139375475,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4129,84.05,2909.95,0,57,224.04798172124904,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4130,36.25,374.0,0,21,96.62985529322161,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4131,20.25,20.25,1,37,53.97943640517897,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4132,23.9,300.8,1,56,63.7090632140137,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4133,98.6,5581.05,0,47,262.8332063975628,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4134,103.65,5676.65,0,64,276.2947448591013,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4135,92.9,3379.25,0,34,247.63899466869762,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4136,19.9,942.95,0,32,53.04645849200304,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
4137,20.1,232.4,0,44,53.57958872810358,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4138,85.45,85.45,1,29,227.77989337395277,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4139,80.5,2088.45,0,24,214.5849200304646,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4140,99.9,6137.0,1,35,266.2985529322163,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
4141,39.85,1434.6,0,37,106.22619954303123,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4142,60.5,3870.0,0,43,161.27189642041128,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4143,84.8,2043.45,1,20,226.047220106626,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4144,103.85,2215.0,0,42,276.8278750952018,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4145,67.8,842.25,0,45,180.7311500380807,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4146,75.2,2576.2,1,38,200.45696877380044,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4147,24.85,1901.0,0,19,66.24143183549124,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4148,19.35,601.6,0,51,51.58035034272658,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4149,49.35,3515.25,1,39,131.54988575780655,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
4150,89.0,605.45,0,39,237.2429550647372,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4151,55.0,3094.05,0,41,146.6108149276466,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4152,76.15,4929.55,0,43,202.989337395278,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4153,20.3,595.05,0,64,54.11271896420411,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
4154,74.9,469.8,1,22,199.65727341964967,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4155,117.35,8436.25,0,25,312.8141660319878,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4156,19.75,19.75,0,45,52.64661081492765,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4157,45.2,492.0,0,59,120.4874333587205,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4158,25.2,987.95,0,39,67.17440974866717,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4159,89.75,5496.9,0,51,239.24219345011423,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4160,75.0,1908.35,0,33,199.9238385376999,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
4161,49.95,107.1,0,31,133.14927646610815,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4162,65.7,4575.35,0,48,175.13328255902513,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4163,67.05,4309.55,0,60,178.73191165270373,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4164,110.9,7922.75,0,61,295.6207159177456,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4165,87.95,522.35,0,23,234.44402132520946,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4166,19.8,587.7,0,46,52.779893373952774,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
4167,75.7,3876.2,0,58,201.78979436405177,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
4168,62.15,3778.85,0,26,165.67022086824068,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4169,101.25,1457.25,1,63,269.8971820258949,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4170,115.15,8349.45,0,33,306.9497334348819,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4171,18.95,185.6,1,58,50.51408987052551,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4172,19.5,19.5,0,27,51.980198019801975,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4173,86.55,1066.9,0,20,230.71210967250568,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4174,28.6,973.55,1,30,76.23762376237623,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4175,20.4,1226.45,0,43,54.379284082254365,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
4176,19.8,342.3,0,49,52.779893373952774,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4177,45.65,985.05,0,35,121.68697638994666,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4178,56.4,3948.45,0,22,150.34272658035033,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
4179,73.3,828.05,0,46,195.39223153084538,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4180,24.35,41.85,1,43,64.90860624523991,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4181,101.35,6164.7,0,33,270.1637471439451,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4182,98.65,2862.75,1,44,262.96648895658797,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4183,33.6,33.6,0,52,89.56587966488956,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4184,79.9,343.95,1,19,212.98552932216296,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4185,20.7,20.7,0,21,55.17897943640518,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4186,104.05,6590.5,0,42,277.36100533130235,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4187,20.25,717.95,0,61,53.97943640517897,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4188,103.3,2890.65,1,31,275.36176694592535,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4189,73.7,4885.85,0,38,196.45849200304647,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
4190,96.2,1222.05,1,41,256.43564356435644,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4191,108.75,6871.7,0,56,289.8895658796649,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
4192,20.15,405.6,0,62,53.712871287128706,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
4193,19.75,208.25,0,47,52.64661081492765,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4194,25.95,1801.9,0,49,69.17364813404416,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4195,70.05,3062.45,0,21,186.7288651942117,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
4196,24.05,1764.75,0,26,64.10891089108911,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4197,84.75,1816.75,0,52,225.9139375476009,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4198,23.05,1255.1,0,37,61.44325971058644,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4199,104.15,5743.05,1,38,277.6275704493526,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4200,59.95,3921.1,0,57,159.80578827113482,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
4201,19.55,1463.45,0,25,52.11348057882711,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4202,19.6,189.45,0,30,52.24676313785225,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
4203,20.05,96.8,0,63,53.44630616907845,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
4204,85.55,408.5,0,53,228.046458492003,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4205,78.6,1846.65,0,56,209.5201827875095,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
4206,116.8,8456.75,0,23,311.3480578827113,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4207,43.55,1011.5,0,53,116.08910891089107,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4208,60.8,4263.4,0,61,162.07159177456205,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
4209,54.9,2549.1,0,48,146.34424980959633,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4210,65.2,3965.05,0,56,173.8004569687738,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
4211,102.95,2496.7,1,33,274.4287890327494,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4212,90.6,90.6,1,23,241.50799695354146,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4213,50.8,288.05,1,23,135.4150799695354,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4214,90.05,368.1,1,43,240.041888804265,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4215,108.2,7840.6,0,47,288.4234577303884,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
4216,92.0,6632.75,0,47,245.23990860624522,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4217,75.1,1013.35,0,22,200.19040365575017,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4218,25.05,152.95,0,21,66.77456207159177,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
4219,75.15,3772.65,0,56,200.32368621477534,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
4220,19.5,1026.35,0,48,51.980198019801975,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
4221,19.3,19.3,0,32,51.44706778370145,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4222,112.2,5031.85,0,31,299.08606245239906,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
4223,70.3,220.4,0,60,187.3952779893374,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4224,19.6,1416.5,0,49,52.24676313785225,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
4225,20.25,158.35,0,52,53.97943640517897,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4226,75.85,256.6,1,63,202.18964204112714,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4227,80.65,5542.55,0,35,214.98476770754,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4228,68.5,68.5,1,28,182.59710586443256,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4229,115.75,8443.7,0,19,308.5491241431835,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
4230,73.5,791.75,1,37,195.9253617669459,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4231,80.6,5708.2,0,50,214.85148514851483,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
4232,69.95,69.95,1,55,186.46230007616145,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
4233,59.55,2016.3,0,40,158.73952779893372,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4234,19.05,326.65,0,48,50.78065498857578,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
4235,95.65,5471.75,0,44,254.96953541507997,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
4236,19.95,19.95,0,44,53.179741051028174,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
